Student,Class,Math_1,Math_2,Physics_1,Physics_2,Science_1,Science_2,Math,Physics,Science,Score
Student_21211,IDL,16,0,0,8,4,17,8.0,4.0,10.5,7.5
Student_21212,IDL,2,16,19,9,12,10,9.0,14.0,11.0,11.33
Student_21213,ISEOC,19,13,7,1,17,7,16.0,4.0,12.0,10.67
Student_21214,IDL,13,6,13,17,13,7,9.5,15.0,10.0,11.5
Student_21215,ISEOC,2,3,17,12,17,6,2.5,14.5,11.5,9.5
Student_21216,IDISC,18,4,9,20,18,12,11.0,14.5,15.0,13.5
Student_21217,IDL,1,14,3,12,4,8,7.5,7.5,6.0,7.0
Student_21218,IDL,8,11,2,16,2,18,9.5,9.0,10.0,9.5
Student_21219,IDL,10,12,19,9,17,15,11.0,14.0,16.0,13.67
Student_21220,ISEOC,2,13,9,9,6,15,7.5,9.0,10.5,9.0
Student_21221,IDL,2,0,5,9,6,3,1.0,7.0,4.5,4.17
Student_21222,IDL,17,18,2,11,1,18,17.5,6.5,9.5,11.17
Student_21223,ISEOC,2,3,20,16,19,9,2.5,18.0,14.0,11.5
Student_21224,IDL,2,2,9,16,12,16,2.0,12.5,14.0,9.5
Student_21225,ISEOC,15,14,6,18,10,12,14.5,12.0,11.0,12.5
Student_21226,IDL,17,7,19,8,12,15,12.0,13.5,13.5,13.0
Student_21227,IDISC,4,7,16,3,15,6,5.5,9.5,10.5,8.5
Student_21228,IDISC,2,18,15,13,18,5,10.0,14.0,11.5,11.83
Student_21229,IDL,1,0,18,4,8,17,0.5,11.0,12.5,8.0
Student_21230,IDISC,15,7,17,10,1,3,11.0,13.5,2.0,8.83
Student_21231,IDL,6,16,16,20,3,8,11.0,18.0,5.5,11.5
Student_21232,IDISC,2,9,18,17,16,9,5.5,17.5,12.5,11.83
Student_21233,IDL,11,1,1,9,0,1,6.0,5.0,0.5,3.83
Student_21234,IDL,12,18,15,2,1,9,15.0,8.5,5.0,9.5
Student_21235,IDL,7,19,2,18,14,20,13.0,10.0,17.0,13.33
Student_21236,IDL,12,8,18,15,4,19,10.0,16.5,11.5,12.67
Student_21237,IDL,20,1,20,14,4,17,10.5,17.0,10.5,12.67
Student_21238,IDISC,15,9,11,11,17,18,12.0,11.0,17.5,13.5
Student_21239,IDL,3,3,18,18,15,17,3.0,18.0,16.0,12.33
Student_21240,IDL,1,14,20,8,6,12,7.5,14.0,9.0,10.17
Student_21241,ISEOC,19,15,2,8,14,3,17.0,5.0,8.5,10.17
Student_21242,IDL,6,17,6,10,0,11,11.5,8.0,5.5,8.33
Student_21243,ISEOC,10,2,13,13,4,18,6.0,13.0,11.0,10.0
Student_21244,IDISC,18,14,11,3,3,20,16.0,7.0,11.5,11.5
Student_21245,IDL,16,5,16,1,19,19,10.5,8.5,19.0,12.67
Student_21246,IDL,9,16,9,6,7,19,12.5,7.5,13.0,11.0
Student_21247,ISEOC,9,11,18,6,17,20,10.0,12.0,18.5,13.5
Student_21248,ISEOC,10,9,8,10,17,10,9.5,9.0,13.5,10.67
Student_21249,ISEOC,0,3,19,9,8,13,1.5,14.0,10.5,8.67
Student_21250,ISEOC,15,7,4,15,5,5,11.0,9.5,5.0,8.5
Student_21251,IDISC,14,12,19,15,7,2,13.0,17.0,4.5,11.5
Student_21252,IDL,15,5,13,16,2,9,10.0,14.5,5.5,10.0
Student_21253,ISEOC,18,5,16,17,6,3,11.5,16.5,4.5,10.83
Student_21254,ISEOC,14,1,13,15,14,0,7.5,14.0,7.0,9.5
Student_21255,ISEOC,14,15,14,15,9,2,14.5,14.5,5.5,11.5
Student_21256,IDL,9,2,20,19,7,19,5.5,19.5,13.0,12.67
Student_21257,IDISC,14,19,9,2,14,9,16.5,5.5,11.5,11.17
Student_21258,IDL,7,4,17,14,2,9,5.5,15.5,5.5,8.83
Student_21259,IDISC,19,8,7,16,12,2,13.5,11.5,7.0,10.67
Student_21260,IDISC,8,12,6,6,16,20,10.0,6.0,18.0,11.33
Student_21261,IDL,18,5,0,15,17,12,11.5,7.5,14.5,11.17
Student_21262,IDL,20,8,13,3,7,13,14.0,8.0,10.0,10.67
Student_21263,IDL,12,3,17,6,6,5,7.5,11.5,5.5,8.17
Student_21264,ISEOC,4,13,17,6,17,18,8.5,11.5,17.5,12.5
Student_21265,ISEOC,6,17,4,3,14,17,11.5,3.5,15.5,10.17
Student_21266,ISEOC,0,10,3,4,10,1,5.0,3.5,5.5,4.67
Student_21267,IDISC,8,5,3,4,18,5,6.5,3.5,11.5,7.17
Student_21268,ISEOC,5,15,20,6,4,10,10.0,13.0,7.0,10.0
Student_21269,IDL,4,13,20,20,15,13,8.5,20.0,14.0,14.17
Student_21270,ISEOC,2,15,5,16,6,9,8.5,10.5,7.5,8.83
Student_21271,ISEOC,2,4,10,0,3,6,3.0,5.0,4.5,4.17
Student_21272,IDL,2,4,4,20,6,4,3.0,12.0,5.0,6.67
Student_21273,IDL,12,17,2,3,0,2,14.5,2.5,1.0,6.0
Student_21274,IDISC,14,12,18,19,0,14,13.0,18.5,7.0,12.83
Student_21275,IDL,9,7,19,4,7,18,8.0,11.5,12.5,10.67
Student_21276,IDL,0,20,16,5,16,6,10.0,10.5,11.0,10.5
Student_21277,IDISC,12,4,9,13,10,15,8.0,11.0,12.5,10.5
Student_21278,ISEOC,8,7,6,10,5,19,7.5,8.0,12.0,9.17
Student_21279,IDISC,0,14,13,5,16,10,7.0,9.0,13.0,9.67
Student_21280,ISEOC,15,1,1,16,10,8,8.0,8.5,9.0,8.5
Student_21281,IDL,13,9,10,18,2,16,11.0,14.0,9.0,11.33
Student_21282,ISEOC,5,6,11,16,16,11,5.5,13.5,13.5,10.83
Student_21283,IDISC,18,16,5,18,15,11,17.0,11.5,13.0,13.83
Student_21284,ISEOC,5,20,10,12,20,20,12.5,11.0,20.0,14.5
Student_21285,IDISC,9,14,13,2,4,6,11.5,7.5,5.0,8.0
Student_21286,IDISC,16,7,13,19,14,14,11.5,16.0,14.0,13.83
Student_21287,IDISC,19,12,17,17,3,1,15.5,17.0,2.0,11.5
Student_21288,ISEOC,0,14,3,18,19,16,7.0,10.5,17.5,11.67
Student_21289,IDISC,15,14,2,0,8,4,14.5,1.0,6.0,7.17
Student_21290,IDISC,17,5,2,2,9,13,11.0,2.0,11.0,8.0
Student_21291,IDL,7,20,4,4,18,2,13.5,4.0,10.0,9.17
Student_21292,ISEOC,3,5,8,9,19,17,4.0,8.5,18.0,10.17
Student_21293,IDISC,7,15,2,19,2,7,11.0,10.5,4.5,8.67
Student_21294,IDL,3,8,18,3,6,10,5.5,10.5,8.0,8.0
Student_21295,IDL,11,6,0,10,14,2,8.5,5.0,8.0,7.17
Student_21296,IDISC,9,3,20,18,14,2,6.0,19.0,8.0,11.0
Student_21297,ISEOC,20,8,10,9,5,18,14.0,9.5,11.5,11.67
Student_21298,IDISC,13,0,2,6,10,2,6.5,4.0,6.0,5.5
Student_21299,IDISC,11,9,10,14,4,12,10.0,12.0,8.0,10.0
Student_21300,IDL,6,0,15,2,3,18,3.0,8.5,10.5,7.33
Student_21301,IDL,4,4,17,16,11,9,4.0,16.5,10.0,10.17
Student_21302,ISEOC,11,5,18,17,7,8,8.0,17.5,7.5,11.0
Student_21303,IDISC,20,20,5,1,14,6,20.0,3.0,10.0,11.0
Student_21304,IDL,2,4,3,15,16,8,3.0,9.0,12.0,8.0
Student_21305,ISEOC,18,9,7,14,7,20,13.5,10.5,13.5,12.5
Student_21306,IDL,11,18,0,4,11,18,14.5,2.0,14.5,10.33
Student_21307,IDL,2,17,8,1,13,6,9.5,4.5,9.5,7.83
Student_21308,IDL,10,5,18,7,12,0,7.5,12.5,6.0,8.67
Student_21309,IDISC,1,7,11,11,15,5,4.0,11.0,10.0,8.33
Student_21310,ISEOC,11,9,7,19,8,6,10.0,13.0,7.0,10.0
Student_21311,IDISC,19,2,9,11,15,3,10.5,10.0,9.0,9.83
Student_21312,IDISC,17,20,19,10,4,4,18.5,14.5,4.0,12.33
Student_21313,IDL,14,14,20,9,12,1,14.0,14.5,6.5,11.67
Student_21314,IDISC,8,16,8,13,18,0,12.0,10.5,9.0,10.5
Student_21315,ISEOC,1,6,14,13,19,1,3.5,13.5,10.0,9.0
Student_21316,IDISC,19,20,20,0,15,13,19.5,10.0,14.0,14.5
Student_21317,ISEOC,14,11,7,13,11,16,12.5,10.0,13.5,12.0
Student_21318,IDL,12,1,11,18,1,12,6.5,14.5,6.5,9.17
Student_21319,IDISC,12,2,2,6,1,5,7.0,4.0,3.0,4.67
Student_21320,IDL,12,8,19,2,11,4,10.0,10.5,7.5,9.33
Student_21321,ISEOC,6,15,0,10,9,15,10.5,5.0,12.0,9.17
Student_21322,IDL,17,14,9,9,1,4,15.5,9.0,2.5,9.0
Student_21323,ISEOC,7,6,11,13,4,20,6.5,12.0,12.0,10.17
Student_21324,IDISC,5,19,4,6,18,16,12.0,5.0,17.0,11.33
Student_21325,IDL,17,12,10,6,20,12,14.5,8.0,16.0,12.83
Student_21326,IDL,11,15,9,3,20,18,13.0,6.0,19.0,12.67
Student_21327,IDISC,8,2,15,15,2,2,5.0,15.0,2.0,7.33
Student_21328,ISEOC,20,2,16,0,3,6,11.0,8.0,4.5,7.83
Student_21329,IDISC,13,10,10,3,1,11,11.5,6.5,6.0,8.0
Student_21330,ISEOC,12,20,6,8,8,18,16.0,7.0,13.0,12.0
Student_21331,ISEOC,19,15,7,6,8,8,17.0,6.5,8.0,10.5
Student_21332,IDL,16,5,10,4,19,5,10.5,7.0,12.0,9.83
Student_21333,ISEOC,12,20,7,2,17,2,16.0,4.5,9.5,10.0
Student_21334,IDL,16,14,8,10,6,6,15.0,9.0,6.0,10.0
Student_21335,IDL,19,2,16,15,14,12,10.5,15.5,13.0,13.0
Student_21336,IDISC,14,19,3,0,4,10,16.5,1.5,7.0,8.33
Student_21337,IDL,0,1,15,17,14,17,0.5,16.0,15.5,10.67
Student_21338,IDL,15,6,17,2,6,9,10.5,9.5,7.5,9.17
Student_21339,IDISC,8,10,17,13,6,15,9.0,15.0,10.5,11.5
Student_21340,IDISC,0,19,13,6,17,5,9.5,9.5,11.0,10.0
Student_21341,ISEOC,18,16,10,2,14,9,17.0,6.0,11.5,11.5
Student_21342,ISEOC,6,17,11,12,9,1,11.5,11.5,5.0,9.33
Student_21343,ISEOC,11,1,5,11,20,11,6.0,8.0,15.5,9.83
Student_21344,ISEOC,0,2,6,15,19,5,1.0,10.5,12.0,7.83
Student_21345,IDISC,14,9,0,19,4,5,11.5,9.5,4.5,8.5
Student_21346,ISEOC,16,9,17,18,10,3,12.5,17.5,6.5,12.17
Student_21347,ISEOC,8,11,3,12,4,17,9.5,7.5,10.5,9.17
Student_21348,IDISC,1,7,4,11,6,3,4.0,7.5,4.5,5.33
Student_21349,IDL,11,12,14,2,18,6,11.5,8.0,12.0,10.5
Student_21350,IDL,14,5,7,20,15,17,9.5,13.5,16.0,13.0
Student_21351,ISEOC,9,20,4,12,17,15,14.5,8.0,16.0,12.83
Student_21352,IDL,18,18,18,17,3,2,18.0,17.5,2.5,12.67
Student_21353,IDL,18,1,1,12,20,19,9.5,6.5,19.5,11.83
Student_21354,IDL,9,14,18,0,14,11,11.5,9.0,12.5,11.0
Student_21355,IDL,7,10,16,15,17,16,8.5,15.5,16.5,13.5
Student_21356,IDISC,16,2,13,5,3,9,9.0,9.0,6.0,8.0
Student_21357,IDL,7,18,0,8,3,9,12.5,4.0,6.0,7.5
Student_21358,IDISC,18,15,10,19,11,8,16.5,14.5,9.5,13.5
Student_21359,ISEOC,3,17,11,18,0,20,10.0,14.5,10.0,11.5
Student_21360,IDL,5,12,20,6,10,16,8.5,13.0,13.0,11.5
Student_21361,IDL,17,14,5,15,2,9,15.5,10.0,5.5,10.33
Student_21362,ISEOC,11,16,19,13,0,10,13.5,16.0,5.0,11.5
Student_21363,IDL,12,1,3,19,15,11,6.5,11.0,13.0,10.17
Student_21364,ISEOC,16,4,11,5,0,19,10.0,8.0,9.5,9.17
Student_21365,ISEOC,13,4,12,19,18,11,8.5,15.5,14.5,12.83
Student_21366,ISEOC,5,18,6,15,5,5,11.5,10.5,5.0,9.0
Student_21367,IDISC,17,10,16,13,12,19,13.5,14.5,15.5,14.5
Student_21368,IDL,8,20,1,19,3,18,14.0,10.0,10.5,11.5
Student_21369,IDISC,3,1,8,16,5,11,2.0,12.0,8.0,7.33
Student_21370,ISEOC,17,3,14,17,12,12,10.0,15.5,12.0,12.5
Student_21371,ISEOC,14,9,3,10,13,20,11.5,6.5,16.5,11.5
Student_21372,IDISC,0,13,7,12,10,12,6.5,9.5,11.0,9.0
Student_21373,IDL,18,19,16,5,3,12,18.5,10.5,7.5,12.17
Student_21374,IDISC,9,11,6,16,10,14,10.0,11.0,12.0,11.0
Student_21375,IDL,5,16,14,17,9,3,10.5,15.5,6.0,10.67
Student_21376,IDISC,11,19,4,6,2,10,15.0,5.0,6.0,8.67
Student_21377,IDISC,13,4,8,20,4,20,8.5,14.0,12.0,11.5
Student_21378,IDISC,12,19,19,11,4,1,15.5,15.0,2.5,11.0
Student_21379,IDL,3,6,16,12,16,17,4.5,14.0,16.5,11.67
Student_21380,IDISC,15,18,19,10,3,8,16.5,14.5,5.5,12.17
Student_21381,IDL,8,8,1,5,1,8,8.0,3.0,4.5,5.17
Student_21382,IDISC,15,18,20,15,20,8,16.5,17.5,14.0,16.0
Student_21383,IDISC,9,15,17,15,13,13,12.0,16.0,13.0,13.67
Student_21384,IDISC,12,5,15,10,18,8,8.5,12.5,13.0,11.33
Student_21385,ISEOC,20,3,11,13,18,20,11.5,12.0,19.0,14.17
Student_21386,IDL,15,4,3,11,17,7,9.5,7.0,12.0,9.5
Student_21387,IDISC,19,8,16,8,18,11,13.5,12.0,14.5,13.33
Student_21388,IDL,11,1,3,16,18,19,6.0,9.5,18.5,11.33
Student_21389,IDL,4,11,16,7,1,11,7.5,11.5,6.0,8.33
Student_21390,IDISC,3,11,9,14,1,18,7.0,11.5,9.5,9.33
Student_21391,IDISC,17,19,20,19,19,13,18.0,19.5,16.0,17.83
Student_21392,IDISC,1,0,2,4,7,1,0.5,3.0,4.0,2.5
Student_21393,IDISC,8,11,6,15,13,18,9.5,10.5,15.5,11.83
Student_21394,ISEOC,14,17,9,15,18,3,15.5,12.0,10.5,12.67
Student_21395,ISEOC,6,13,20,15,7,15,9.5,17.5,11.0,12.67
Student_21396,IDISC,9,18,14,6,14,6,13.5,10.0,10.0,11.17
Student_21397,IDISC,6,18,7,10,12,0,12.0,8.5,6.0,8.83
Student_21398,IDL,7,7,11,6,6,9,7.0,8.5,7.5,7.67
Student_21399,IDISC,9,17,8,7,2,5,13.0,7.5,3.5,8.0
Student_21400,IDL,3,6,17,2,7,18,4.5,9.5,12.5,8.83
Student_21401,IDL,20,3,17,3,19,19,11.5,10.0,19.0,13.5
Student_21402,IDL,19,15,5,7,11,5,17.0,6.0,8.0,10.33
Student_21403,ISEOC,18,2,12,5,8,10,10.0,8.5,9.0,9.17
Student_21404,IDISC,6,12,14,20,17,13,9.0,17.0,15.0,13.67
Student_21405,ISEOC,6,16,17,9,0,5,11.0,13.0,2.5,8.83
Student_21406,ISEOC,17,19,14,1,17,20,18.0,7.5,18.5,14.67
Student_21407,IDISC,5,6,20,17,16,13,5.5,18.5,14.5,12.83
Student_21408,ISEOC,17,10,2,19,18,13,13.5,10.5,15.5,13.17
Student_21409,IDL,16,1,20,13,4,3,8.5,16.5,3.5,9.5
Student_21410,IDISC,8,15,15,0,6,17,11.5,7.5,11.5,10.17
Student_21411,IDISC,5,7,5,16,11,19,6.0,10.5,15.0,10.5
Student_21412,ISEOC,12,0,15,6,9,10,6.0,10.5,9.5,8.67
Student_21413,IDL,12,14,11,20,2,7,13.0,15.5,4.5,11.0
Student_21414,ISEOC,0,15,14,7,13,14,7.5,10.5,13.5,10.5
Student_21415,ISEOC,3,2,7,7,4,20,2.5,7.0,12.0,7.17
Student_21416,IDISC,1,20,12,6,12,8,10.5,9.0,10.0,9.83
Student_21417,IDL,3,8,9,5,1,0,5.5,7.0,0.5,4.33
Student_21418,ISEOC,1,8,13,3,3,7,4.5,8.0,5.0,5.83
Student_21419,IDISC,20,14,2,13,16,6,17.0,7.5,11.0,11.83
Student_21420,IDL,14,19,0,12,16,5,16.5,6.0,10.5,11.0
Student_21421,IDISC,6,19,7,20,12,7,12.5,13.5,9.5,11.83
Student_21422,IDL,2,16,18,10,8,18,9.0,14.0,13.0,12.0
Student_21423,ISEOC,10,3,10,20,19,9,6.5,15.0,14.0,11.83
Student_21424,IDL,1,12,5,17,1,18,6.5,11.0,9.5,9.0
Student_21425,ISEOC,16,6,14,12,11,18,11.0,13.0,14.5,12.83
Student_21426,IDL,16,14,1,14,10,12,15.0,7.5,11.0,11.17
Student_21427,IDL,16,14,5,5,14,5,15.0,5.0,9.5,9.83
Student_21428,ISEOC,5,5,5,6,15,20,5.0,5.5,17.5,9.33
Student_21429,IDL,2,11,10,9,12,4,6.5,9.5,8.0,8.0
Student_21430,IDISC,9,6,16,2,10,12,7.5,9.0,11.0,9.17
Student_21431,ISEOC,3,17,2,18,19,16,10.0,10.0,17.5,12.5
Student_21432,IDISC,12,14,15,8,13,1,13.0,11.5,7.0,10.5
Student_21433,IDISC,19,9,1,16,7,6,14.0,8.5,6.5,9.67
Student_21434,IDISC,11,14,13,8,0,12,12.5,10.5,6.0,9.67
Student_21435,IDISC,8,5,8,0,1,5,6.5,4.0,3.0,4.5
Student_21436,IDL,3,3,0,9,6,10,3.0,4.5,8.0,5.17
Student_21437,ISEOC,6,0,15,16,13,14,3.0,15.5,13.5,10.67
Student_21438,IDL,4,1,4,14,6,0,2.5,9.0,3.0,4.83
Student_21439,ISEOC,11,0,8,15,17,13,5.5,11.5,15.0,10.67
Student_21440,ISEOC,1,17,4,15,17,2,9.0,9.5,9.5,9.33
Student_21441,ISEOC,3,14,4,5,15,18,8.5,4.5,16.5,9.83
Student_21442,ISEOC,10,9,11,17,11,20,9.5,14.0,15.5,13.0
Student_21443,IDL,10,5,17,16,13,20,7.5,16.5,16.5,13.5
Student_21444,IDL,6,5,8,12,19,19,5.5,10.0,19.0,11.5
Student_21445,IDL,2,8,20,12,7,17,5.0,16.0,12.0,11.0
Student_21446,IDL,14,10,2,14,6,8,12.0,8.0,7.0,9.0
Student_21447,IDISC,17,13,11,8,11,0,15.0,9.5,5.5,10.0
Student_21448,IDISC,19,5,11,10,12,7,12.0,10.5,9.5,10.67
Student_21449,IDL,18,16,1,3,0,12,17.0,2.0,6.0,8.33
Student_21450,IDISC,7,13,20,3,17,5,10.0,11.5,11.0,10.83
Student_21451,IDISC,16,20,10,2,7,3,18.0,6.0,5.0,9.67
Student_21452,IDL,20,3,16,20,2,1,11.5,18.0,1.5,10.33
Student_21453,IDISC,20,13,17,20,8,15,16.5,18.5,11.5,15.5
Student_21454,IDISC,9,7,0,2,6,11,8.0,1.0,8.5,5.83
Student_21455,ISEOC,7,8,9,16,3,4,7.5,12.5,3.5,7.83
Student_21456,IDISC,5,17,19,10,8,2,11.0,14.5,5.0,10.17
Student_21457,IDISC,7,5,0,1,8,18,6.0,0.5,13.0,6.5
Student_21458,ISEOC,19,4,4,10,10,4,11.5,7.0,7.0,8.5
Student_21459,ISEOC,8,16,20,12,11,16,12.0,16.0,13.5,13.83
Student_21460,IDL,11,15,19,17,18,0,13.0,18.0,9.0,13.33
Student_21461,ISEOC,20,16,9,15,20,14,18.0,12.0,17.0,15.67
Student_21462,ISEOC,13,5,16,4,20,5,9.0,10.0,12.5,10.5
Student_21463,ISEOC,17,13,14,15,17,14,15.0,14.5,15.5,15.0
Student_21464,IDISC,18,1,3,5,6,4,9.5,4.0,5.0,6.17
Student_21465,ISEOC,15,11,5,11,5,20,13.0,8.0,12.5,11.17
Student_21466,ISEOC,11,4,1,17,16,20,7.5,9.0,18.0,11.5
Student_21467,IDISC,7,7,16,16,5,4,7.0,16.0,4.5,9.17
Student_21468,IDISC,5,18,11,18,12,1,11.5,14.5,6.5,10.83
Student_21469,IDL,2,19,3,0,11,1,10.5,1.5,6.0,6.0
Student_21470,IDL,14,3,17,4,6,17,8.5,10.5,11.5,10.17
Student_21471,ISEOC,17,1,8,13,13,0,9.0,10.5,6.5,8.67
Student_21472,IDL,4,18,14,4,19,10,11.0,9.0,14.5,11.5
Student_21473,IDISC,7,7,4,10,8,16,7.0,7.0,12.0,8.67
Student_21474,IDISC,5,8,11,5,19,2,6.5,8.0,10.5,8.33
Student_21475,IDL,11,3,5,19,16,11,7.0,12.0,13.5,10.83
Student_21476,IDL,3,20,17,10,3,19,11.5,13.5,11.0,12.0
Student_21477,ISEOC,13,0,5,6,5,2,6.5,5.5,3.5,5.17
Student_21478,IDL,20,10,15,20,4,15,15.0,17.5,9.5,14.0
Student_21479,ISEOC,11,14,14,11,18,11,12.5,12.5,14.5,13.17
Student_21480,IDISC,20,12,9,1,12,17,16.0,5.0,14.5,11.83
Student_21481,IDISC,16,0,5,6,18,18,8.0,5.5,18.0,10.5
Student_21482,IDL,10,8,19,8,16,2,9.0,13.5,9.0,10.5
Student_21483,IDL,7,11,19,15,10,4,9.0,17.0,7.0,11.0
Student_21484,IDISC,1,15,9,3,2,10,8.0,6.0,6.0,6.67
Student_21485,ISEOC,8,15,12,13,13,0,11.5,12.5,6.5,10.17
Student_21486,IDL,9,19,5,7,20,20,14.0,6.0,20.0,13.33
Student_21487,IDISC,20,13,17,0,6,15,16.5,8.5,10.5,11.83
Student_21488,ISEOC,5,12,3,16,8,6,8.5,9.5,7.0,8.33
Student_21489,IDISC,3,9,8,10,20,1,6.0,9.0,10.5,8.5
Student_21490,ISEOC,7,19,2,13,5,10,13.0,7.5,7.5,9.33
Student_21491,IDL,7,20,13,20,8,11,13.5,16.5,9.5,13.17
Student_21492,ISEOC,5,3,3,4,9,15,4.0,3.5,12.0,6.5
Student_21493,ISEOC,15,19,4,5,6,1,17.0,4.5,3.5,8.33
Student_21494,ISEOC,9,20,17,2,20,8,14.5,9.5,14.0,12.67
Student_21495,IDL,15,8,15,17,18,16,11.5,16.0,17.0,14.83
Student_21496,IDL,12,3,8,10,20,11,7.5,9.0,15.5,10.67
Student_21497,IDISC,3,20,17,6,9,13,11.5,11.5,11.0,11.33
Student_21498,IDL,15,7,20,13,20,20,11.0,16.5,20.0,15.83
Student_21499,ISEOC,17,3,9,15,20,11,10.0,12.0,15.5,12.5
Student_21500,IDISC,13,19,17,3,1,17,16.0,10.0,9.0,11.67
Student_21501,IDL,15,5,13,13,1,12,10.0,13.0,6.5,9.83
Student_21502,IDISC,13,1,17,12,16,19,7.0,14.5,17.5,13.0
Student_21503,ISEOC,2,5,3,17,1,15,3.5,10.0,8.0,7.17
Student_21504,IDISC,4,7,2,4,6,20,5.5,3.0,13.0,7.17
Student_21505,IDL,4,10,1,20,15,13,7.0,10.5,14.0,10.5
Student_21506,IDL,3,7,5,10,11,20,5.0,7.5,15.5,9.33
Student_21507,ISEOC,2,0,18,13,1,16,1.0,15.5,8.5,8.33
Student_21508,ISEOC,7,0,4,15,12,18,3.5,9.5,15.0,9.33
Student_21509,IDL,5,8,10,20,14,15,6.5,15.0,14.5,12.0
Student_21510,IDISC,13,0,18,8,6,7,6.5,13.0,6.5,8.67
Student_21511,IDL,13,17,4,10,18,20,15.0,7.0,19.0,13.67
Student_21512,IDL,2,7,20,2,11,4,4.5,11.0,7.5,7.67
Student_21513,IDL,2,15,0,7,9,0,8.5,3.5,4.5,5.5
Student_21514,IDISC,13,16,19,2,14,14,14.5,10.5,14.0,13.0
Student_21515,ISEOC,13,2,17,17,17,12,7.5,17.0,14.5,13.0
Student_21516,IDISC,14,17,17,5,5,16,15.5,11.0,10.5,12.33
Student_21517,IDL,16,11,6,0,1,3,13.5,3.0,2.0,6.17
Student_21518,ISEOC,14,11,11,20,16,4,12.5,15.5,10.0,12.67
Student_21519,IDISC,0,3,1,20,0,1,1.5,10.5,0.5,4.17
Student_21520,IDISC,4,1,10,6,0,4,2.5,8.0,2.0,4.17
Student_21521,IDL,7,6,18,17,3,11,6.5,17.5,7.0,10.33
Student_21522,IDL,9,14,2,13,1,5,11.5,7.5,3.0,7.33
Student_21523,IDISC,12,18,13,3,5,18,15.0,8.0,11.5,11.5
Student_21524,ISEOC,7,19,3,4,16,1,13.0,3.5,8.5,8.33
Student_21525,ISEOC,19,6,13,7,8,16,12.5,10.0,12.0,11.5
Student_21526,IDL,0,2,14,0,16,0,1.0,7.0,8.0,5.33
Student_21527,ISEOC,13,3,17,17,18,9,8.0,17.0,13.5,12.83
Student_21528,IDL,4,5,5,11,11,2,4.5,8.0,6.5,6.33
Student_21529,ISEOC,0,4,4,9,10,4,2.0,6.5,7.0,5.17
Student_21530,IDL,18,1,16,1,2,3,9.5,8.5,2.5,6.83
Student_21531,IDL,20,2,18,4,4,17,11.0,11.0,10.5,10.83
Student_21532,ISEOC,13,5,4,13,7,6,9.0,8.5,6.5,8.0
Student_21533,ISEOC,8,4,5,13,1,8,6.0,9.0,4.5,6.5
Student_21534,IDISC,1,11,18,14,3,12,6.0,16.0,7.5,9.83
Student_21535,IDISC,16,2,8,17,1,18,9.0,12.5,9.5,10.33
Student_21536,IDL,0,10,18,6,3,0,5.0,12.0,1.5,6.17
Student_21537,ISEOC,6,17,14,15,14,11,11.5,14.5,12.5,12.83
Student_21538,ISEOC,6,17,15,18,13,7,11.5,16.5,10.0,12.67
Student_21539,IDISC,11,10,19,8,12,3,10.5,13.5,7.5,10.5
Student_21540,IDL,6,13,17,17,6,9,9.5,17.0,7.5,11.33
Student_21541,IDISC,4,16,5,20,3,1,10.0,12.5,2.0,8.17
Student_21542,ISEOC,18,17,1,1,4,20,17.5,1.0,12.0,10.17
Student_21543,ISEOC,11,2,0,1,4,18,6.5,0.5,11.0,6.0
Student_21544,IDL,14,2,16,1,6,9,8.0,8.5,7.5,8.0
Student_21545,ISEOC,12,3,8,18,13,9,7.5,13.0,11.0,10.5
Student_21546,IDISC,17,9,5,5,7,16,13.0,5.0,11.5,9.83
Student_21547,IDISC,4,1,6,8,11,14,2.5,7.0,12.5,7.33
Student_21548,ISEOC,0,14,4,6,4,13,7.0,5.0,8.5,6.83
Student_21549,IDISC,0,17,17,12,20,2,8.5,14.5,11.0,11.33
Student_21550,ISEOC,20,14,14,3,14,13,17.0,8.5,13.5,13.0
Student_21551,IDL,5,20,15,2,15,18,12.5,8.5,16.5,12.5
Student_21552,IDISC,18,8,16,19,0,7,13.0,17.5,3.5,11.33
Student_21553,IDISC,18,15,2,5,14,2,16.5,3.5,8.0,9.33
Student_21554,IDISC,12,13,4,17,4,16,12.5,10.5,10.0,11.0
Student_21555,ISEOC,20,18,11,3,2,0,19.0,7.0,1.0,9.0
Student_21556,ISEOC,9,12,0,3,17,0,10.5,1.5,8.5,6.83
Student_21557,ISEOC,13,18,9,16,1,17,15.5,12.5,9.0,12.33
Student_21558,IDL,11,14,11,12,0,0,12.5,11.5,0.0,8.0
Student_21559,ISEOC,8,4,7,3,7,10,6.0,5.0,8.5,6.5
Student_21560,IDL,4,4,14,4,8,13,4.0,9.0,10.5,7.83
Student_21561,ISEOC,6,13,9,7,9,14,9.5,8.0,11.5,9.67
Student_21562,ISEOC,15,0,1,6,18,3,7.5,3.5,10.5,7.17
Student_21563,IDL,0,15,10,14,10,12,7.5,12.0,11.0,10.17
Student_21564,ISEOC,13,1,18,4,15,19,7.0,11.0,17.0,11.67
Student_21565,IDISC,17,5,15,2,16,2,11.0,8.5,9.0,9.5
Student_21566,ISEOC,18,16,7,20,4,12,17.0,13.5,8.0,12.83
Student_21567,IDISC,7,17,20,18,16,17,12.0,19.0,16.5,15.83
